employee_id,age,department,work_mode,tenure_months,monthly_salary,months_since_last_hike,productivity_score,leaves_last_90_days,manager_change_count,performance_rating,Attrition
868,54,Marketing,Onsite,172,33420,18,6.45,1,1,3,0
869,32,Engineering,Hybrid,14,89875,14,9.85,0,1,3,0
870,55,Finance,Onsite,152,46740,15,3.18,2,0,2,0
871,55,Sales,Onsite,111,95263,1,6.81,3,0,5,0
872,21,Sales,Hybrid,143,135789,28,3.73,3,0,4,0
873,42,HR,Onsite,83,49465,3,9.09,0,1,4,0
874,49,Engineering,Hybrid,72,34131,28,6.34,4,1,1,0
875,28,Engineering,Hybrid,162,40652,30,2.87,2,0,3,0
876,31,Support,Hybrid,130,77671,16,3.36,4,1,2,0
877,57,Engineering,Onsite,27,119342,9,4.89,3,1,5,0
878,34,HR,Hybrid,74,49171,26,2.1,0,0,1,1
879,50,Support,Onsite,99,88541,14,1.71,2,0,3,0
880,55,Support,Hybrid,72,39470,30,7.12,1,1,4,1
881,41,Sales,Hybrid,23,74308,20,4.66,3,0,4,0
882,57,Sales,Remote,68,182398,25,7.54,4,1,5,0
883,25,Engineering,Remote,142,165669,35,1.99,2,0,5,1
884,39,Support,Remote,117,132840,16,6.49,2,0,5,0
885,34,Sales,Onsite,106,191860,2,4.99,3,0,1,0
886,46,HR,Onsite,93,79477,13,1.52,3,0,5,0
887,24,Sales,Hybrid,65,138261,12,5.9,0,0,1,0
888,45,Marketing,Hybrid,68,132466,26,1.75,6,0,2,1
889,45,Marketing,Hybrid,128,63071,0,8.45,2,0,3,0
890,38,Sales,Hybrid,63,100560,16,6.69,4,1,4,0
891,28,Support,Onsite,113,192842,33,6.01,2,2,1,1
892,59,Support,Hybrid,90,106762,13,2.2,3,0,3,0
893,34,Finance,Hybrid,81,196471,16,3.59,1,0,5,0
894,52,Marketing,Remote,103,173641,2,5.44,5,3,4,0
895,58,HR,Hybrid,160,32369,33,6.7,2,1,1,0
896,53,Support,Hybrid,116,139963,24,2.65,2,1,5,0
897,43,Engineering,Hybrid,13,30528,1,1.08,1,1,3,0
898,35,Marketing,Onsite,124,138806,33,4.1,0,1,2,0
899,53,HR,Remote,147,191386,25,5.35,1,1,3,1
900,45,HR,Hybrid,152,132979,30,2.66,1,0,1,0
901,37,Support,Hybrid,88,179119,8,5.43,1,0,2,0
902,53,HR,Remote,11,49748,29,4.05,2,0,2,0
903,22,Support,Hybrid,15,65109,19,5.1,1,1,5,0
904,34,Sales,Onsite,10,43919,20,4.13,3,0,3,0
905,59,Marketing,Hybrid,41,77498,28,6.66,3,0,1,0
906,26,Finance,Onsite,155,85808,24,1.39,3,1,2,1
907,26,Sales,Onsite,73,100441,24,2.54,4,1,5,1
908,23,Marketing,Hybrid,52,143843,8,4.89,3,1,2,0
909,27,Support,Remote,128,104420,25,4.21,4,1,3,1
910,28,Marketing,Onsite,28,189978,15,4.52,1,0,4,0
911,35,Support,Remote,65,137447,11,8.23,3,0,1,0
912,49,Sales,Hybrid,17,96896,23,8.98,3,2,4,1
913,53,Engineering,Onsite,95,133431,25,3.24,1,0,3,0
914,50,Engineering,Hybrid,172,183018,19,8.53,2,0,4,0
915,59,Marketing,Remote,138,77020,8,5.13,3,0,3,0
916,47,Engineering,Hybrid,63,52161,22,3.46,1,0,3,1
917,56,Support,Hybrid,175,57738,28,9.87,3,1,5,0
918,49,HR,Onsite,38,164997,30,8.42,3,0,4,0
919,58,Support,Hybrid,70,169535,18,9.95,1,0,2,0
920,53,HR,Hybrid,104,87153,19,2.51,6,1,3,1
921,57,Sales,Hybrid,53,91009,22,2.29,6,1,4,0
922,47,Finance,Onsite,172,117938,26,5.53,1,1,2,0
923,53,HR,Remote,119,129546,29,6.75,5,0,1,1
924,24,Engineering,Remote,74,86271,20,2.54,2,1,2,1
925,42,Support,Hybrid,54,39797,34,8.74,1,1,4,0
926,22,Sales,Onsite,20,116130,6,5.79,2,0,4,0
927,30,Engineering,Hybrid,79,101942,21,4.7,0,1,2,0
928,25,Sales,Remote,31,148065,9,6.42,4,1,2,0
929,30,Finance,Onsite,135,43965,22,6.71,1,0,3,1
930,53,Support,Remote,58,43733,14,1.39,1,0,4,0
931,58,Marketing,Remote,105,157182,29,10.0,0,2,3,0
932,33,Support,Onsite,10,187998,33,4.28,1,0,3,0
933,51,Finance,Onsite,10,189855,12,1.55,2,1,1,0
934,56,Support,Hybrid,39,113360,3,8.67,3,1,4,0
935,44,Marketing,Hybrid,156,197466,17,9.94,2,0,3,0
936,35,HR,Remote,158,138378,22,8.35,2,0,1,0
937,49,Sales,Onsite,37,58287,32,8.67,2,0,3,0
938,28,Marketing,Onsite,119,112104,33,6.63,4,1,3,0
939,25,Engineering,Hybrid,67,191508,33,9.3,1,1,4,1
940,49,Finance,Remote,43,116916,35,1.32,2,1,2,0
941,24,HR,Remote,52,33188,34,7.9,3,0,2,1
942,32,Engineering,Hybrid,101,121205,16,7.04,2,0,4,0
943,22,Engineering,Onsite,56,127349,27,1.45,5,0,2,1
944,47,Finance,Hybrid,76,167837,13,5.9,0,1,5,0
945,51,HR,Hybrid,68,171879,33,5.64,5,2,2,0
946,56,Engineering,Hybrid,137,40204,10,7.22,2,1,3,0
947,56,Engineering,Hybrid,106,72120,12,1.7,2,0,3,0
948,46,HR,Onsite,125,132903,32,8.25,1,1,1,1
949,47,Support,Hybrid,92,183730,1,2.25,3,0,4,0
950,25,Engineering,Onsite,23,67081,33,4.77,1,1,1,0
951,40,Sales,Hybrid,109,64986,28,8.93,3,1,3,1
952,31,HR,Remote,61,109322,3,6.04,3,1,3,0
953,30,Engineering,Onsite,168,124819,11,4.42,2,1,1,0
954,58,Finance,Remote,44,160015,25,1.43,3,0,5,0
955,26,Marketing,Hybrid,152,80304,27,7.05,1,0,2,1
956,28,Sales,Hybrid,179,95592,2,9.88,1,1,5,0
957,43,Marketing,Hybrid,161,88548,19,9.21,3,0,5,0
958,46,Marketing,Onsite,16,128447,9,7.46,2,0,5,0
959,32,Engineering,Remote,22,69986,17,1.95,3,1,5,0
960,46,Sales,Onsite,57,104095,26,3.15,3,1,2,0
961,33,Sales,Onsite,62,121594,30,2.68,1,0,4,1
962,38,Support,Hybrid,107,118281,26,4.2,0,0,1,0
963,45,Marketing,Remote,71,96151,0,3.12,3,1,5,0
964,53,Sales,Hybrid,90,103598,5,3.2,1,0,5,0
965,32,Support,Onsite,72,58214,10,6.55,1,0,1,1
966,56,HR,Hybrid,70,68745,33,3.87,1,1,1,0
967,24,Support,Remote,30,171753,19,7.09,1,0,4,0
968,25,Finance,Hybrid,103,168056,20,9.53,3,0,3,0
969,57,Engineering,Remote,151,188651,20,6.75,1,1,4,1
970,28,HR,Remote,32,120810,17,7.76,3,1,3,0
971,48,HR,Hybrid,86,188471,20,7.76,6,1,2,1
972,51,Finance,Onsite,57,192553,18,3.98,0,0,4,1
973,29,Support,Hybrid,109,30944,3,1.13,3,0,2,1
974,49,Engineering,Onsite,9,123993,12,1.5,2,0,1,0
975,34,Support,Onsite,31,39114,17,3.54,1,0,4,1
976,42,Sales,Hybrid,71,69846,28,7.21,3,2,1,1
977,31,Support,Onsite,137,62596,24,9.16,1,3,5,1
978,43,HR,Onsite,13,134087,12,9.63,0,0,1,0
979,21,Engineering,Hybrid,131,36907,26,1.23,1,2,5,1
980,57,Support,Hybrid,35,189186,18,9.91,6,0,3,0
981,41,Engineering,Hybrid,21,55009,0,3.9,1,0,5,0
982,46,Engineering,Onsite,64,114846,18,8.59,4,0,3,0
983,56,Sales,Remote,95,80241,0,2.62,4,0,5,1
984,43,Sales,Onsite,34,196797,16,1.57,1,1,5,0
985,21,HR,Remote,121,48996,20,4.41,2,0,2,1
986,35,Finance,Hybrid,163,167119,21,8.73,3,0,2,1
987,41,Engineering,Remote,15,58767,14,2.99,1,0,1,0
988,29,Finance,Hybrid,120,46347,31,2.39,3,0,2,1
989,29,HR,Hybrid,96,132063,3,9.19,3,2,3,1
990,30,Engineering,Remote,6,54102,31,9.45,3,2,2,0
991,46,Engineering,Hybrid,109,34263,3,1.11,1,0,1,0
992,55,Marketing,Remote,97,138585,0,7.55,3,0,4,0
993,45,Finance,Hybrid,32,97438,32,3.78,4,0,3,0
994,46,Support,Onsite,83,126359,6,4.37,3,0,4,1
995,31,Sales,Onsite,156,191612,8,5.22,0,0,3,0
996,58,Support,Hybrid,118,160251,0,4.84,5,0,1,1
997,22,Finance,Hybrid,79,57690,15,5.63,2,2,2,0
998,27,Sales,Remote,78,32994,17,6.24,2,2,4,0
999,38,Support,Onsite,147,133533,5,5.19,1,1,4,0
1000,47,Marketing,Remote,107,97546,1,7.31,0,0,2,1
1001,54,Sales,Hybrid,126,168449,8,7.47,3,0,1,0
1002,47,Engineering,Hybrid,15,108572,3,4.96,2,0,2,0
1003,37,Support,Remote,134,56467,22,2.28,2,0,5,1
1004,44,Sales,Hybrid,73,161120,7,6.77,4,0,5,0
1005,45,Marketing,Onsite,101,198050,24,7.96,4,2,5,0
1006,27,Sales,Remote,98,77606,15,6.74,1,1,4,0
1007,26,Sales,Onsite,166,128112,34,6.29,1,0,4,1
1008,44,Marketing,Onsite,26,103414,16,3.06,1,2,1,0
1009,53,Support,Onsite,92,123145,17,6.81,0,0,3,0
1010,49,HR,Remote,125,78115,26,4.01,2,1,2,0
1011,42,Support,Hybrid,179,119606,14,9.28,2,0,3,0
1012,46,Finance,Onsite,73,70647,16,6.88,2,0,4,0
1013,48,Marketing,Onsite,123,84607,4,3.5,0,1,2,1
1014,41,Support,Onsite,53,51996,15,5.26,5,0,4,0
1015,27,Sales,Hybrid,78,113697,14,8.62,0,0,1,1
1016,37,Marketing,Hybrid,92,76022,33,4.02,3,2,2,0
1017,40,Engineering,Remote,88,70148,18,5.73,0,0,4,0
1018,40,Support,Hybrid,13,97764,7,7.12,1,0,5,0
1019,42,Marketing,Remote,43,121901,9,7.79,0,1,5,1
1020,48,Support,Remote,76,120724,4,2.57,2,1,4,1
1021,27,Marketing,Remote,51,154766,25,6.09,0,0,3,0
1022,21,Sales,Remote,19,38888,21,9.21,1,0,1,1
1023,52,Engineering,Remote,149,128941,22,9.72,0,1,1,1
1024,33,Engineering,Onsite,122,185546,12,6.91,1,2,4,0
1025,50,Finance,Hybrid,24,47333,8,9.85,1,0,1,0
1026,43,Marketing,Onsite,26,66355,19,6.14,3,0,2,1
1027,39,Support,Remote,173,159686,27,4.98,4,2,1,1
1028,52,Engineering,Hybrid,156,192217,23,5.96,4,1,5,0
1029,50,Engineering,Onsite,120,133170,32,2.04,1,0,4,0
1030,49,HR,Onsite,82,105675,19,4.62,3,0,2,0
1031,49,HR,Remote,100,97664,29,5.13,3,1,1,0
1032,50,Engineering,Onsite,157,116153,8,8.64,1,1,5,0
1033,36,Marketing,Onsite,17,123616,16,7.83,0,0,3,0
1034,39,Finance,Onsite,68,65285,35,6.41,0,1,1,1
1035,38,Engineering,Onsite,44,178605,13,4.13,1,1,5,1
1036,21,Sales,Onsite,61,193696,18,2.68,0,2,5,0
1037,34,Support,Remote,123,76996,6,4.13,2,1,5,0
1038,22,Finance,Remote,93,76947,2,7.12,2,0,5,0
1039,48,Sales,Onsite,74,189028,32,3.37,2,0,3,1
1040,50,Finance,Remote,153,81030,31,4.84,3,0,4,0
1041,58,Sales,Remote,67,72443,10,4.48,2,2,5,0
1042,24,Support,Hybrid,111,158344,1,7.89,1,0,4,0
1043,21,Support,Onsite,2,95464,25,8.95,4,0,3,0
1044,28,HR,Remote,89,158019,3,7.29,3,1,3,0
1045,49,Marketing,Remote,177,165024,16,4.07,0,0,2,1
1046,59,Sales,Onsite,26,150454,16,4.9,3,0,2,1
1047,23,HR,Hybrid,99,154444,27,2.29,2,0,5,1
1048,52,Sales,Onsite,27,142175,29,2.51,1,0,4,0
1049,30,HR,Hybrid,89,72460,22,2.48,1,1,3,1
1050,30,Support,Onsite,146,183868,23,2.18,2,0,1,0
1051,39,Finance,Onsite,1,192818,28,2.62,2,0,2,1
1052,54,HR,Onsite,103,30015,3,2.82,5,0,2,0
1053,53,Sales,Onsite,131,79757,28,2.01,2,0,1,0
1054,43,Sales,Hybrid,41,187029,18,6.76,3,1,4,0
1055,48,Marketing,Hybrid,165,111541,26,9.91,1,1,4,0
1056,52,Support,Remote,51,51292,28,8.91,4,0,4,0
1057,27,Sales,Onsite,15,152694,35,1.41,3,0,5,0
1058,49,Engineering,Hybrid,8,192948,34,4.81,3,0,5,0
1059,28,Finance,Hybrid,38,77046,5,8.73,1,0,1,0
1060,21,HR,Hybrid,114,44817,22,2.21,3,0,3,0
1061,23,Marketing,Onsite,83,39759,7,8.63,3,0,1,0
1062,44,Finance,Remote,56,36412,1,6.33,2,0,3,0
1063,43,Support,Hybrid,175,50504,12,9.38,0,1,1,0
1064,28,Marketing,Onsite,103,138500,20,8.88,1,0,5,0
1065,57,HR,Hybrid,138,38507,30,7.09,1,0,4,0
1066,23,HR,Hybrid,102,51050,35,6.92,1,1,2,1
1067,53,Engineering,Remote,78,165892,26,2.92,0,0,1,1
1068,48,Support,Hybrid,177,168907,35,2.05,0,1,1,1
1069,28,Marketing,Hybrid,169,130153,22,4.74,1,1,2,1
1070,54,Marketing,Onsite,83,43587,20,2.68,0,1,1,0
1071,55,Sales,Onsite,30,87732,12,1.92,1,0,4,0
1072,52,Engineering,Remote,5,81921,25,3.72,3,0,2,1
1073,44,Engineering,Onsite,119,147734,6,8.74,5,0,2,1
1074,34,Marketing,Onsite,31,160104,21,1.15,4,1,4,1
1075,52,Marketing,Remote,23,167912,22,3.63,2,0,4,0
1076,36,Finance,Hybrid,48,61440,29,4.82,2,0,2,1
1077,24,Finance,Remote,109,65183,17,5.6,2,0,4,0
1078,57,Finance,Onsite,40,126172,17,2.63,4,0,4,0
1079,41,Engineering,Remote,6,163461,9,9.68,3,0,4,0
1080,34,Sales,Hybrid,38,144515,29,6.21,2,0,2,1
1081,51,HR,Remote,169,153183,25,5.7,3,0,1,1
1082,38,Finance,Onsite,100,96299,6,1.08,2,1,3,0
1083,27,Sales,Onsite,27,145503,6,5.37,2,0,2,1
1084,30,Support,Remote,69,69023,4,8.54,3,1,3,0
1085,27,Finance,Hybrid,57,69941,0,2.98,2,0,4,0
1086,53,HR,Remote,17,151677,17,4.16,2,1,4,0
1087,43,Support,Hybrid,71,106054,12,1.19,1,0,1,0
1088,41,Support,Hybrid,47,95363,24,9.79,1,0,4,0
1089,39,HR,Remote,79,91742,7,1.6,2,0,3,0
1090,39,Finance,Hybrid,110,75215,9,9.08,0,0,2,1
1091,56,Engineering,Onsite,13,77857,31,3.82,0,2,2,1
1092,49,HR,Remote,139,85476,16,6.29,1,0,1,0
1093,38,HR,Hybrid,124,189245,14,7.11,2,0,3,0
1094,22,HR,Onsite,109,170467,14,2.27,0,0,4,1
1095,21,Support,Remote,90,89768,19,4.99,3,0,5,0
1096,25,Sales,Onsite,86,133591,14,3.93,1,0,1,0
1097,40,Engineering,Onsite,92,76229,34,1.51,2,1,1,1
1098,31,Finance,Onsite,24,187711,5,8.5,1,0,5,0
1099,22,Finance,Hybrid,73,141706,29,1.41,1,0,2,1
1100,23,Sales,Remote,4,92583,7,6.88,1,1,2,0
1101,43,HR,Remote,113,189996,30,3.83,0,0,2,1
1102,32,Engineering,Hybrid,46,156011,31,2.73,2,0,5,1
1103,40,Finance,Remote,18,60104,14,7.0,2,1,4,0
1104,25,Marketing,Onsite,43,67594,17,6.17,2,0,4,0
1105,57,Finance,Remote,161,33664,12,3.84,4,1,3,0
1106,58,HR,Hybrid,93,40528,23,5.62,1,0,3,1
1107,50,Marketing,Onsite,103,189262,13,3.22,4,0,2,0
1108,29,Sales,Hybrid,124,158404,27,8.77,1,0,5,0
1109,54,Engineering,Onsite,10,62899,10,3.82,4,0,1,0
1110,55,Sales,Onsite,73,100979,5,3.21,1,1,4,0
1111,42,Sales,Remote,31,47241,24,7.77,1,3,5,1
1112,44,Engineering,Onsite,156,76211,0,1.16,2,0,3,0
1113,37,Engineering,Hybrid,60,93472,24,3.41,3,1,4,0
1114,30,Finance,Remote,131,61346,1,4.38,0,1,4,0
1115,50,Finance,Hybrid,118,111196,31,8.94,1,0,5,1
1116,43,Engineering,Onsite,14,134451,12,9.55,2,2,3,0
1117,52,Marketing,Hybrid,143,132908,32,7.45,1,1,5,1
1118,37,Support,Hybrid,2,179014,31,5.43,2,0,1,0
1119,37,Finance,Onsite,24,79167,23,6.77,1,1,4,0
1120,34,Support,Remote,64,66373,26,4.73,3,1,5,0
1121,29,Marketing,Hybrid,100,97143,3,3.69,2,0,5,0
1122,22,Engineering,Onsite,114,150623,23,9.56,1,2,1,1
1123,45,Marketing,Remote,24,140013,22,2.04,4,0,5,0
1124,59,Finance,Remote,155,32016,28,4.12,0,0,4,0
1125,29,Sales,Remote,165,99110,33,9.09,1,1,2,1
1126,42,Engineering,Hybrid,91,37274,20,7.51,3,0,2,0
1127,24,HR,Hybrid,167,45748,29,1.26,2,0,3,0
1128,46,Support,Hybrid,26,181247,25,1.21,3,0,1,0
1129,49,Marketing,Remote,65,41826,19,5.65,2,1,3,0
1130,54,Engineering,Hybrid,120,113008,15,5.36,0,1,2,0
1131,43,Marketing,Onsite,4,159288,2,4.99,1,1,1,1
1132,57,Engineering,Hybrid,157,195201,24,3.72,2,1,5,0
1133,31,Finance,Hybrid,1,184562,22,9.88,1,0,5,1
1134,26,Finance,Remote,50,135623,0,3.45,5,0,4,0
1135,38,Finance,Hybrid,110,169592,32,5.41,0,0,2,1
1136,41,Marketing,Onsite,139,113106,14,4.64,0,0,5,0
1137,56,HR,Remote,74,180870,16,2.53,4,0,1,1
1138,58,Finance,Onsite,62,84638,33,2.82,1,0,5,0
1139,54,Engineering,Remote,81,99072,16,9.26,0,0,3,1
1140,37,Finance,Remote,164,97309,3,8.72,4,0,3,0
1141,57,Sales,Hybrid,56,190966,12,2.79,1,0,3,0
1142,45,Finance,Onsite,111,154724,3,8.88,3,0,3,0
1143,58,Marketing,Remote,21,157843,6,2.88,2,0,3,0
1144,32,HR,Hybrid,141,65326,8,6.64,1,1,4,0
1145,43,Sales,Remote,9,35079,22,1.73,3,1,3,0
1146,42,Marketing,Remote,139,186910,32,8.92,0,1,4,0
1147,41,Marketing,Remote,70,151412,32,1.46,2,0,4,0
1148,47,Marketing,Remote,129,117340,19,5.99,1,0,5,0
1149,51,Engineering,Remote,118,115211,3,8.02,4,0,1,1
1150,26,Marketing,Remote,56,186666,0,2.05,1,1,3,0
1151,47,Engineering,Hybrid,31,72749,33,4.64,2,1,1,1
1152,54,Marketing,Remote,37,197364,26,1.38,1,2,2,0
1153,32,Support,Onsite,175,148192,20,7.14,1,1,4,0
1154,27,Sales,Hybrid,91,104534,23,3.77,2,0,2,0
1155,30,Support,Onsite,114,109233,14,6.03,1,0,4,0
1156,37,Marketing,Remote,128,81818,34,9.39,1,1,3,0
1157,46,Sales,Onsite,175,141910,24,3.75,4,0,2,1
1158,41,Sales,Remote,122,43429,8,1.44,2,0,5,0
1159,48,HR,Remote,69,87748,16,7.08,1,0,2,1
1160,22,Support,Hybrid,36,78807,20,8.08,4,0,4,1
1161,21,HR,Hybrid,32,37140,12,9.62,2,0,4,0
1162,56,Sales,Remote,64,93226,2,2.42,2,0,1,0
1163,46,Engineering,Hybrid,170,175973,3,4.53,0,0,2,0
1164,49,Sales,Onsite,48,118815,3,8.6,2,0,5,0
1165,41,HR,Hybrid,81,58525,27,8.26,1,2,3,1
1166,31,Support,Hybrid,158,50491,6,6.62,2,0,1,0
1167,31,Marketing,Onsite,149,196052,25,3.42,4,1,2,1
1168,56,Marketing,Hybrid,60,38078,10,3.56,2,1,1,1
1169,59,Support,Remote,141,121654,23,2.12,0,0,2,0
1170,55,Marketing,Onsite,1,159101,9,9.3,0,1,3,0
1171,54,Marketing,Remote,65,46997,12,2.56,3,0,3,0
1172,44,HR,Onsite,33,161940,18,6.16,0,0,5,0
1173,42,Support,Remote,38,187470,18,6.26,2,1,1,0
1174,25,Finance,Remote,25,127356,11,4.33,2,1,5,0
1175,53,Engineering,Hybrid,154,143711,21,4.17,3,0,2,0
1176,56,Engineering,Remote,59,51246,29,7.02,1,0,3,0
1177,40,Marketing,Hybrid,161,181633,11,4.49,2,1,3,0
1178,39,Engineering,Onsite,101,177326,28,3.3,5,0,4,1
1179,55,Support,Remote,127,64512,20,4.59,2,0,4,0
1180,37,Support,Remote,41,87865,10,8.27,1,4,5,0
1181,54,Sales,Onsite,158,184652,17,9.7,0,1,1,0
1182,29,Sales,Onsite,57,133393,26,6.72,2,0,2,0
1183,46,Engineering,Remote,177,102144,11,8.04,0,0,5,0
1184,22,Finance,Onsite,48,147363,22,5.8,3,1,3,0
1185,29,Sales,Hybrid,72,80665,33,6.62,0,0,3,1
1186,29,Sales,Onsite,177,182110,22,9.89,4,2,3,0
1187,37,Support,Onsite,175,123542,24,4.95,2,0,2,0
1188,21,Finance,Remote,56,131311,3,1.6,0,3,5,1
1189,45,Marketing,Hybrid,65,44325,29,9.61,3,0,2,0
1190,45,Engineering,Onsite,12,196964,29,8.14,1,0,3,0
1191,59,Sales,Hybrid,69,162825,12,4.58,5,0,4,0
1192,55,Finance,Hybrid,134,179068,13,9.84,1,0,5,0
1193,23,Finance,Hybrid,89,98811,7,4.11,1,0,4,0
1194,57,Engineering,Remote,25,146737,23,4.35,2,2,5,0
1195,50,Finance,Onsite,1,30824,17,6.49,1,0,3,1
1196,58,Finance,Remote,160,174952,34,3.47,2,0,4,1
1197,54,Finance,Onsite,131,147718,24,7.29,2,0,4,0
1198,32,Sales,Onsite,49,96617,16,2.38,2,0,5,1
1199,39,Engineering,Remote,147,41517,31,1.97,2,0,4,0
1200,57,Finance,Hybrid,60,182755,23,5.81,2,1,4,0
1201,37,Finance,Hybrid,157,177948,6,6.0,9,0,3,0
1202,30,Sales,Onsite,178,133068,12,1.96,2,1,5,0
1203,32,Engineering,Remote,2,145016,26,9.68,1,0,5,0
1204,36,Support,Hybrid,73,39982,4,6.16,3,1,1,0
1205,44,Sales,Hybrid,145,187670,35,2.36,0,1,5,0
1206,39,Engineering,Onsite,110,175711,25,3.8,3,0,3,0
1207,28,Finance,Onsite,164,100210,30,8.2,2,1,4,1
1208,51,Engineering,Remote,61,99852,9,5.71,1,1,1,0
1209,41,Engineering,Onsite,17,143618,25,2.69,2,0,4,1
1210,37,Marketing,Hybrid,49,39695,21,1.93,3,0,5,0
1211,43,Engineering,Hybrid,76,78582,11,4.88,1,2,2,0
1212,57,Support,Hybrid,148,61094,31,4.04,1,2,4,0
1213,36,Engineering,Hybrid,178,52187,26,6.9,3,0,5,0
1214,26,Support,Remote,131,148013,32,9.33,1,0,3,0
1215,28,Finance,Remote,43,158721,19,3.23,1,0,5,0
1216,45,Support,Onsite,57,136683,12,8.7,2,0,1,0
1217,38,Finance,Onsite,50,31214,13,9.28,4,0,2,1
1218,45,Finance,Onsite,178,53940,21,9.12,5,2,2,1
1219,32,Support,Remote,37,74406,17,9.57,0,1,2,1
1220,35,Sales,Hybrid,46,177049,28,8.58,2,0,3,0
1221,46,HR,Onsite,170,88414,15,6.34,1,1,2,0
1222,46,Engineering,Hybrid,15,131440,34,4.69,5,1,4,0
1223,52,Marketing,Onsite,161,186610,33,5.43,3,0,3,0
1224,30,HR,Onsite,80,133569,2,8.85,4,0,5,0
1225,36,Engineering,Onsite,139,90481,3,3.71,3,0,1,0
1226,27,Engineering,Onsite,148,57740,4,2.43,8,1,3,0
1227,37,Finance,Onsite,24,93328,9,2.27,2,1,1,1
1228,43,Engineering,Hybrid,125,41881,28,8.44,3,2,3,0
1229,46,Marketing,Onsite,118,66996,31,7.85,2,1,5,1
1230,41,Engineering,Hybrid,80,193249,30,5.48,6,0,1,1
1231,42,Support,Remote,94,152196,1,3.47,2,0,3,0
1232,27,HR,Onsite,65,67177,11,7.1,2,0,1,0
1233,34,Support,Hybrid,88,96126,26,1.35,1,0,2,0
1234,35,Marketing,Remote,88,86531,4,6.11,3,2,2,0
1235,27,Engineering,Remote,145,56119,26,4.59,2,0,2,0
1236,29,Marketing,Remote,126,147744,22,9.8,2,1,4,0
1237,28,Finance,Hybrid,89,146894,32,5.57,3,1,2,1
1238,43,Support,Onsite,61,188987,3,5.97,3,1,2,0
1239,49,Support,Onsite,15,163780,20,7.41,3,1,5,0
1240,38,Sales,Hybrid,94,199821,23,5.36,1,2,1,1
1241,51,Engineering,Onsite,51,74989,30,3.02,3,0,1,1
1242,50,Finance,Hybrid,27,52106,23,5.84,6,0,2,0
1243,59,Support,Onsite,74,47131,9,9.5,3,0,1,0
1244,55,Support,Remote,61,76553,1,4.69,1,1,3,0
1245,38,Finance,Onsite,31,36553,30,7.12,1,1,2,1
1246,59,Marketing,Hybrid,12,47881,24,9.8,2,0,2,0
1247,37,Marketing,Hybrid,46,31379,3,8.47,1,1,4,0
1248,34,Engineering,Remote,159,120791,10,6.93,1,1,3,0
1249,51,Sales,Hybrid,32,135664,16,7.62,0,0,2,1
1250,44,Support,Onsite,160,99306,1,9.43,1,0,2,1
1251,55,Sales,Onsite,61,180798,5,9.64,3,0,1,0
1252,54,Marketing,Remote,46,170160,8,9.72,2,1,2,0
1253,23,Marketing,Hybrid,85,195386,4,6.63,3,2,2,0
1254,57,HR,Remote,80,134512,19,4.46,3,1,2,0
1255,46,Engineering,Onsite,135,46350,28,2.2,2,0,2,1
1256,43,HR,Remote,4,129599,20,4.47,1,1,4,0
1257,59,HR,Hybrid,52,111397,8,9.49,1,4,3,0
1258,35,HR,Remote,159,109509,27,9.01,2,1,4,1
1259,24,Engineering,Hybrid,112,47769,7,5.71,0,1,1,1
1260,49,Engineering,Hybrid,36,131584,30,5.83,2,2,5,0
1261,42,Finance,Onsite,54,76365,19,3.78,3,0,2,1
1262,45,Sales,Onsite,119,80185,26,5.09,3,0,1,1
1263,33,Sales,Onsite,127,163858,7,7.43,5,2,5,0
1264,38,Finance,Hybrid,17,156525,20,4.62,2,1,2,1
1265,53,Finance,Remote,75,162692,27,2.69,2,1,2,0
1266,36,Marketing,Hybrid,158,66303,22,5.87,1,0,5,0
1267,22,HR,Onsite,105,49589,5,3.03,1,0,4,0
1268,55,Finance,Onsite,150,32882,2,9.77,0,2,5,0
1269,54,Support,Remote,117,159236,4,4.51,3,1,5,0
1270,50,Sales,Onsite,43,185596,8,9.19,5,1,3,0
1271,33,Finance,Onsite,112,39745,6,3.03,0,0,2,1
1272,33,Support,Onsite,115,45861,3,2.7,4,0,2,0
1273,38,Support,Remote,27,121707,4,6.55,3,1,4,0
1274,52,Support,Hybrid,37,84261,10,8.01,1,0,4,0
1275,52,Marketing,Onsite,46,163909,14,6.1,0,0,3,0
1276,55,Marketing,Remote,113,104135,33,3.07,5,0,3,0
1277,59,Support,Onsite,35,84380,12,1.34,4,0,3,0
1278,49,Marketing,Remote,132,116089,6,6.56,2,1,4,1
1279,49,HR,Onsite,80,135025,5,2.18,3,0,5,0
1280,36,Support,Remote,80,199327,29,4.09,2,0,2,1
1281,30,HR,Onsite,154,190592,21,7.08,3,0,2,1
1282,50,HR,Hybrid,121,190613,24,1.88,2,0,1,1
1283,45,Support,Onsite,147,188422,27,2.15,2,1,4,0
1284,59,Sales,Remote,122,74397,19,1.55,3,0,4,0
1285,40,Support,Onsite,81,107085,2,9.96,2,1,3,0
1286,25,Support,Hybrid,173,93865,4,4.48,1,0,1,0
1287,21,Marketing,Onsite,154,85956,0,9.15,2,0,1,0
1288,50,Support,Remote,150,188525,14,3.64,1,0,4,1
1289,23,Sales,Remote,119,130727,25,7.78,1,0,3,0
1290,34,Marketing,Hybrid,58,173978,2,2.97,1,0,2,1
1291,50,Engineering,Remote,63,44988,33,5.48,2,0,3,0
