employee_id,department,current_level,tenure_in_role_months,avg_performance_rating_last_4q,goals_completed_pct,peer_review_score,training_hours_last_year,cross_team_projects,manager_recommendation,PromotionReady
867,Marketing,Junior,40,1.44,3.2,4.3,37,1,0,0
868,Marketing,Mid,15,3.92,43.6,4.94,71,0,1,1
869,Support,Senior,17,4.26,90.1,1.58,61,0,0,0
870,Engineering,Mid,32,3.29,0.5,4.75,2,1,1,0
871,Sales,Senior,21,1.98,85.1,6.94,61,0,1,0
872,Engineering,Mid,47,2.28,23.6,9.25,79,0,1,0
873,Engineering,Mid,57,1.06,28.9,6.72,76,1,0,0
874,Engineering,Junior,57,3.11,83.3,6.76,74,2,1,0
875,HR,Senior,15,2.82,52.3,8.75,17,1,0,0
876,HR,Junior,50,1.1,46.7,5.2,36,1,0,0
877,HR,Junior,30,4.27,75.7,7.6,72,3,1,1
878,Support,Senior,31,2.73,24.3,7.04,48,2,0,0
879,Engineering,Junior,50,4.16,41.5,3.42,8,1,1,1
880,Finance,Senior,50,2.5,30.8,2.99,53,1,0,0
881,Engineering,Mid,18,4.7,7.7,1.42,64,3,0,0
882,HR,Senior,33,3.42,42.6,6.67,59,0,0,0
883,Engineering,Junior,26,3.86,80.7,7.3,79,0,0,0
884,Support,Junior,44,4.61,67.3,4.68,23,0,0,0
885,Support,Mid,41,4.64,80.8,1.14,22,4,0,0
886,Engineering,Senior,38,2.75,79.7,7.87,43,1,0,1
887,Sales,Mid,31,1.26,45.1,3.28,7,2,0,0
888,Marketing,Senior,50,2.63,72.8,2.29,79,2,1,0
889,Marketing,Senior,27,2.96,64.8,3.39,76,1,0,0
890,Finance,Senior,8,1.19,65.6,7.97,49,0,0,0
891,Finance,Mid,41,1.45,26.5,9.28,16,0,1,1
892,Sales,Junior,50,4.93,33.3,2.32,63,0,1,1
893,Finance,Junior,44,4.42,72.7,1.18,7,1,0,0
894,Sales,Senior,11,1.65,77.3,7.58,12,2,0,0
895,Support,Mid,48,3.55,59.0,8.38,15,1,0,1
896,Engineering,Mid,32,3.76,31.8,6.1,52,1,0,0
897,Sales,Junior,51,2.76,74.9,9.17,52,2,1,1
898,Marketing,Senior,10,4.27,9.2,4.95,26,0,1,0
899,Support,Junior,14,3.46,30.9,2.19,75,1,0,0
900,HR,Junior,3,2.11,49.4,4.91,14,0,0,0
901,Engineering,Junior,51,2.21,22.0,6.01,78,1,0,0
902,Engineering,Senior,13,1.03,89.6,8.24,0,4,0,0
903,Marketing,Mid,22,4.62,3.8,9.93,2,0,1,1
904,Marketing,Mid,19,3.28,74.9,6.87,59,1,1,1
905,Sales,Senior,33,1.38,91.6,8.39,45,1,0,1
906,Sales,Mid,13,2.71,35.1,5.9,55,0,1,1
907,Marketing,Junior,10,2.02,44.8,1.01,28,3,1,0
908,Engineering,Mid,59,2.18,73.9,1.64,42,1,1,0
909,Engineering,Senior,50,1.05,23.7,2.08,41,1,1,0
910,Sales,Senior,10,4.92,46.7,9.3,25,1,0,0
911,Sales,Mid,14,1.5,86.3,1.13,49,0,1,0
912,Finance,Junior,22,1.13,7.4,5.46,3,2,0,0
913,Engineering,Mid,26,2.8,47.3,4.81,4,1,1,0
914,Support,Senior,13,4.45,8.8,8.19,63,2,1,1
915,Support,Junior,44,2.11,64.5,7.31,42,1,1,0
916,Sales,Senior,7,2.3,59.7,1.3,24,1,1,0
917,HR,Senior,38,4.16,52.7,5.04,43,0,0,0
918,Support,Mid,50,4.23,62.6,7.47,51,1,0,1
919,HR,Senior,23,2.66,45.3,5.05,50,1,1,0
920,Marketing,Mid,32,1.27,8.7,3.34,40,4,0,0
921,Marketing,Senior,16,4.73,72.6,4.65,8,1,0,0
922,Support,Mid,28,3.79,76.5,4.57,5,0,0,0
923,Engineering,Junior,22,3.78,81.5,6.3,32,1,0,0
924,Engineering,Junior,26,1.48,15.4,7.03,45,0,1,0
925,HR,Mid,44,1.51,50.9,3.84,76,0,1,0
926,Engineering,Junior,23,2.7,78.8,1.32,58,0,1,0
927,Marketing,Mid,29,2.55,56.7,7.49,32,3,0,1
928,HR,Mid,49,1.63,42.6,1.64,27,2,1,0
929,Sales,Senior,24,2.5,81.8,7.0,79,1,1,1
930,Support,Junior,57,2.9,69.6,9.59,44,3,0,0
931,HR,Junior,58,2.87,47.2,4.74,0,0,1,0
932,Support,Mid,59,1.08,1.4,9.68,66,2,0,1
933,Support,Senior,48,4.98,88.8,9.42,5,1,0,1
934,Support,Mid,58,1.67,7.6,9.1,74,1,1,0
935,Sales,Junior,6,2.47,88.5,7.83,52,3,0,1
936,Support,Junior,54,4.67,45.6,6.91,24,2,0,1
937,Sales,Mid,29,4.81,38.8,6.19,53,0,0,0
938,Support,Senior,15,2.38,7.8,6.45,69,3,1,0
939,Marketing,Senior,40,1.96,70.8,9.64,25,3,1,1
940,Marketing,Junior,59,2.47,73.5,2.54,9,0,1,0
941,Support,Junior,26,1.97,93.4,5.09,35,1,1,0
942,Marketing,Senior,37,4.44,27.0,5.7,51,0,1,1
943,Engineering,Senior,4,1.33,24.7,8.77,73,2,0,0
944,Finance,Mid,43,4.05,37.8,1.2,67,2,1,0
945,Engineering,Junior,10,3.0,31.9,9.56,49,0,0,1
946,Engineering,Mid,41,4.7,60.2,5.22,6,1,1,0
947,Engineering,Senior,38,4.02,6.5,3.25,39,2,0,0
948,Sales,Senior,39,2.79,2.0,6.07,72,2,0,1
949,Sales,Senior,41,1.04,58.1,4.39,10,0,1,0
950,Support,Mid,30,4.77,16.1,7.92,33,0,1,1
951,Engineering,Senior,55,3.93,49.5,4.0,44,1,0,0
952,Sales,Mid,59,2.79,78.9,8.26,46,0,0,1
953,HR,Junior,25,1.5,53.0,2.85,28,2,0,0
954,Support,Mid,41,2.83,92.8,4.71,44,0,0,0
955,Sales,Senior,20,3.55,24.0,8.77,67,0,1,0
956,Support,Junior,56,1.57,70.0,6.57,55,4,0,1
957,Support,Senior,51,2.75,19.9,6.38,75,0,0,0
958,Engineering,Mid,29,2.12,12.0,5.34,22,3,0,0
959,HR,Junior,33,2.26,44.7,8.39,36,1,1,0
960,Finance,Junior,25,2.81,33.9,5.48,67,1,1,0
961,Sales,Senior,22,3.62,47.5,8.42,38,1,0,1
962,Marketing,Junior,32,3.92,81.3,6.5,60,1,0,1
963,Engineering,Junior,15,4.32,71.8,9.43,11,1,0,0
964,HR,Junior,2,3.19,40.1,5.83,16,0,1,0
965,Engineering,Mid,50,4.09,26.4,1.96,16,0,0,0
966,Sales,Mid,54,4.27,34.4,7.92,11,1,0,0
967,Engineering,Mid,13,3.33,15.8,8.12,49,0,0,0
968,Finance,Senior,37,4.6,84.1,9.59,71,0,1,1
969,Finance,Senior,34,4.6,66.2,8.29,57,4,0,1
970,Engineering,Junior,39,3.72,25.3,4.56,34,0,0,0
971,Marketing,Mid,16,4.18,78.8,5.0,62,0,1,0
972,Support,Senior,30,2.46,45.4,9.17,66,0,0,1
973,Finance,Junior,26,3.12,70.5,6.29,53,1,0,0
974,Finance,Junior,21,2.63,8.9,6.12,28,1,1,0
975,HR,Mid,52,2.88,24.8,3.0,24,0,1,0
976,HR,Mid,10,3.93,33.6,1.7,20,0,1,0
977,Finance,Mid,58,1.88,20.2,1.92,33,1,1,0
978,Sales,Senior,46,2.35,48.3,9.51,10,1,1,1
979,Marketing,Junior,27,1.24,33.6,3.86,0,1,1,0
980,Sales,Senior,30,3.34,70.6,5.97,52,0,1,1
981,Finance,Senior,5,4.63,72.4,5.97,31,1,0,0
982,Marketing,Mid,21,2.87,86.9,7.98,74,1,0,0
983,Support,Junior,47,4.18,4.6,8.71,41,1,0,1
984,Engineering,Junior,1,2.63,13.3,4.85,39,2,1,0
985,Marketing,Junior,40,4.81,95.3,8.08,58,1,1,0
986,Engineering,Mid,32,3.64,95.6,1.16,52,2,1,1
987,HR,Junior,15,3.26,1.8,2.44,57,0,0,0
988,Finance,Mid,11,3.03,98.6,9.85,5,2,0,1
989,Support,Senior,53,3.37,62.8,5.36,21,1,0,0
990,Marketing,Mid,25,4.12,22.4,3.47,33,0,0,0
991,Sales,Senior,28,4.78,49.8,9.52,74,0,0,0
992,HR,Junior,28,2.53,74.2,3.41,61,1,1,0
993,Engineering,Senior,58,1.81,63.7,7.72,27,0,1,0
994,Marketing,Junior,11,4.04,41.4,7.93,15,1,0,0
995,Finance,Senior,41,1.07,89.3,3.91,48,1,1,0
996,Support,Senior,47,1.37,66.4,2.51,12,3,1,0
997,Sales,Senior,56,4.28,1.3,1.85,14,0,0,0
998,HR,Junior,45,1.76,2.0,6.9,51,1,1,0
999,HR,Mid,44,1.7,19.4,5.35,24,3,1,0
1000,Sales,Mid,49,3.9,67.4,9.13,54,0,0,1
1001,Marketing,Mid,8,1.28,65.9,3.89,1,0,1,0
1002,Sales,Junior,54,3.01,32.7,9.47,56,0,0,1
1003,Marketing,Junior,39,1.54,67.3,1.44,31,0,0,0
1004,Marketing,Senior,11,2.06,5.1,5.18,79,2,0,0
1005,HR,Senior,8,4.19,26.5,9.71,43,2,1,0
1006,Finance,Junior,37,1.12,14.4,1.39,23,0,0,0
1007,Sales,Junior,56,2.33,62.1,1.72,68,1,0,0
1008,Engineering,Senior,8,4.12,54.9,6.45,72,0,1,0
1009,Finance,Mid,21,4.58,60.4,3.56,70,2,1,1
1010,HR,Mid,19,1.08,3.7,6.1,60,0,0,0
1011,HR,Senior,48,4.21,47.2,9.96,28,0,1,1
1012,Engineering,Senior,58,3.72,79.2,7.54,76,2,0,1
1013,Support,Mid,22,4.18,56.2,8.72,9,0,0,0
1014,Finance,Senior,11,2.72,71.8,5.63,67,0,0,0
1015,Finance,Mid,1,1.75,29.3,3.29,48,2,0,0
1016,Engineering,Senior,15,1.15,80.4,6.78,30,0,0,0
1017,Support,Junior,1,2.12,51.1,3.41,55,0,1,0
1018,HR,Senior,52,4.32,41.4,9.4,55,1,1,1
1019,Marketing,Senior,53,3.97,62.8,9.62,54,1,1,1
1020,Sales,Senior,9,4.45,25.9,9.6,6,2,0,0
1021,Finance,Senior,51,1.8,25.0,7.29,0,2,1,1
1022,Support,Senior,30,1.63,14.1,2.56,45,0,0,0
1023,Sales,Senior,24,3.56,62.7,9.51,49,1,1,1
1024,Sales,Senior,22,1.95,25.8,1.89,65,0,1,0
1025,HR,Mid,3,4.16,60.5,4.7,0,1,0,0
1026,Sales,Senior,29,2.35,26.5,4.12,10,1,1,0
1027,Finance,Senior,29,3.32,83.0,3.42,41,2,0,0
1028,Sales,Mid,19,4.64,8.5,1.4,57,2,1,1
1029,HR,Junior,32,3.35,18.5,4.32,14,2,1,0
1030,Engineering,Junior,30,4.15,91.8,2.08,48,1,1,1
1031,Marketing,Senior,19,1.64,70.2,1.44,77,0,1,0
1032,Support,Junior,7,2.06,90.1,8.96,68,1,0,1
1033,Support,Senior,8,3.58,11.0,6.41,6,1,0,0
1034,Sales,Junior,25,1.95,7.3,5.24,67,0,0,0
1035,Finance,Mid,12,1.22,10.0,4.54,11,2,0,0
1036,Finance,Junior,39,3.22,84.3,3.92,24,0,0,0
1037,Marketing,Senior,46,3.61,96.1,4.61,45,0,0,0
1038,Finance,Mid,53,3.37,30.3,8.2,47,2,0,0
1039,Finance,Junior,20,3.0,53.4,9.34,63,0,1,1
1040,Engineering,Senior,2,1.01,76.0,8.31,5,2,0,1
1041,Marketing,Mid,34,2.89,3.0,1.02,76,1,0,0
1042,Marketing,Senior,17,4.02,19.9,6.3,44,1,0,0
1043,Support,Senior,56,4.81,25.3,6.59,9,1,1,0
1044,Marketing,Senior,23,1.0,67.9,1.41,37,1,0,0
1045,Marketing,Senior,44,4.49,72.5,7.49,32,3,1,1
1046,Finance,Junior,5,3.4,42.3,2.86,19,0,0,0
1047,Marketing,Senior,11,4.69,66.0,1.9,63,1,0,0
1048,Finance,Mid,47,3.05,65.6,7.65,36,2,0,1
1049,Marketing,Mid,27,2.92,10.3,3.58,4,1,0,0
1050,Sales,Mid,42,4.96,57.9,3.14,15,6,0,1
1051,Finance,Mid,55,3.92,77.3,7.09,4,0,1,1
1052,Finance,Junior,5,3.52,13.1,8.27,57,1,0,0
1053,Finance,Junior,28,1.41,86.9,1.79,71,1,1,0
1054,Support,Mid,8,2.11,65.7,3.65,66,1,1,0
1055,Engineering,Senior,40,1.4,24.5,6.47,72,0,0,1
1056,Marketing,Mid,16,2.97,64.9,3.97,61,0,1,0
1057,Marketing,Mid,48,1.75,66.2,1.62,15,0,1,0
1058,Engineering,Senior,39,1.56,29.6,8.84,45,3,1,1
1059,Engineering,Senior,52,1.61,74.5,2.94,37,0,0,0
1060,Finance,Senior,47,2.56,75.1,6.25,48,0,0,0
1061,Support,Junior,27,2.89,95.0,9.49,8,0,1,1
1062,Engineering,Junior,52,2.69,76.5,5.6,21,1,1,0
1063,Finance,Mid,22,1.92,52.8,3.25,66,0,1,0
1064,Engineering,Junior,59,2.14,49.1,3.69,58,2,0,0
1065,Support,Mid,41,3.98,24.6,9.16,38,0,1,1
1066,HR,Senior,51,2.36,67.7,2.05,74,0,1,0
1067,HR,Senior,15,3.25,16.5,8.33,66,1,0,0
1068,HR,Mid,40,3.03,34.7,3.48,32,2,1,0
1069,Finance,Junior,12,3.59,15.4,1.01,56,1,0,0
1070,Engineering,Senior,5,3.45,59.7,4.53,4,1,0,0
1071,Marketing,Senior,43,1.79,14.6,1.94,6,0,0,0
1072,Support,Junior,33,1.49,81.8,1.37,78,1,0,0
1073,Support,Junior,43,3.46,83.8,7.78,9,1,0,0
1074,Engineering,Mid,30,3.08,86.5,9.5,48,1,0,0
1075,Marketing,Junior,15,3.12,82.9,6.05,30,1,0,0
1076,Engineering,Senior,26,3.15,31.0,4.87,43,0,1,0
1077,Support,Mid,29,1.48,90.2,4.31,29,1,0,0
1078,HR,Junior,50,4.32,74.8,2.93,76,1,0,1
1079,Marketing,Mid,7,4.8,73.1,1.95,46,0,0,0
1080,Engineering,Senior,20,3.67,66.5,7.75,39,0,0,0
1081,Engineering,Senior,2,4.1,20.7,7.39,3,0,1,1
1082,HR,Senior,58,3.1,41.6,6.58,12,0,1,0
1083,Engineering,Senior,44,3.07,37.9,6.72,77,1,1,1
1084,HR,Senior,27,2.24,30.6,1.12,42,1,1,0
1085,Marketing,Mid,42,4.27,95.1,9.47,36,0,1,1
1086,Finance,Senior,35,1.05,39.6,3.66,1,0,0,0
1087,Marketing,Senior,38,3.13,74.9,4.64,60,0,0,0
1088,Engineering,Mid,42,4.5,29.3,2.01,4,0,1,0
1089,Finance,Junior,38,4.73,66.6,6.48,72,1,1,1
1090,HR,Mid,19,3.67,39.0,1.22,71,1,1,0
1091,Sales,Junior,6,3.34,70.4,4.8,68,2,1,1
1092,Marketing,Junior,35,4.98,8.8,1.17,36,0,1,0
1093,Support,Junior,9,1.26,38.7,4.49,36,2,0,0
1094,Support,Senior,26,2.0,26.9,1.64,18,0,0,0
1095,Engineering,Senior,26,2.81,12.4,4.07,19,2,0,0
1096,HR,Junior,51,2.78,64.1,9.76,1,1,1,0
1097,Sales,Senior,26,4.41,40.7,5.4,46,1,0,1
1098,Marketing,Senior,15,3.61,64.1,4.26,52,2,0,1
1099,HR,Junior,48,1.67,91.5,9.11,22,2,0,1
1100,Finance,Senior,36,3.37,77.0,2.39,7,1,1,0
1101,HR,Junior,22,4.33,16.6,5.93,40,3,0,1
1102,Support,Junior,18,1.2,76.7,6.89,34,2,1,0
1103,Sales,Junior,7,1.3,89.6,5.1,61,0,1,0
1104,Marketing,Junior,35,3.2,84.5,7.74,74,2,0,1
1105,Support,Mid,44,2.97,86.4,1.69,18,0,1,0
1106,Marketing,Junior,38,4.53,93.5,1.17,30,1,0,0
1107,Sales,Mid,1,1.29,10.0,9.53,53,1,0,0
1108,HR,Mid,48,1.64,72.1,1.55,56,1,1,0
1109,Support,Junior,5,1.16,19.2,6.68,75,1,1,1
1110,HR,Junior,18,2.65,63.8,6.99,43,1,0,0
1111,HR,Senior,42,4.99,86.1,3.66,36,0,0,0
1112,Support,Mid,17,1.24,5.8,5.1,58,0,0,0
1113,Engineering,Mid,29,2.43,73.2,9.39,28,2,0,1
1114,Finance,Mid,32,1.15,47.1,8.78,40,2,0,0
1115,Finance,Senior,31,2.35,27.2,1.88,46,1,0,0
1116,Support,Junior,28,3.92,97.1,8.02,69,1,0,1
1117,Finance,Mid,51,1.51,31.4,6.12,67,2,0,0
1118,HR,Junior,40,1.42,27.9,4.21,10,2,1,0
1119,Sales,Mid,17,1.28,77.2,2.58,0,2,0,0
1120,HR,Mid,48,4.69,38.5,5.24,28,1,0,1
1121,Engineering,Senior,23,2.17,77.9,4.7,25,4,1,1
1122,Sales,Junior,24,4.9,48.0,4.95,17,2,1,1
1123,Engineering,Junior,54,2.33,35.6,2.71,65,1,1,1
1124,Finance,Junior,38,1.19,4.7,7.63,30,1,0,0
1125,HR,Mid,10,4.89,44.1,4.6,73,2,0,1
1126,Marketing,Mid,14,4.5,13.9,4.31,79,1,0,1
1127,HR,Senior,57,2.62,78.2,1.21,52,0,1,0
1128,Support,Senior,48,3.1,88.5,1.29,16,0,1,0
1129,Engineering,Junior,20,1.73,72.9,5.15,57,1,0,0
1130,Marketing,Mid,26,1.01,5.4,5.16,44,2,1,0
1131,Marketing,Mid,15,3.28,50.0,7.16,58,2,0,1
1132,Engineering,Senior,23,4.99,46.2,2.21,59,1,0,0
1133,HR,Mid,41,2.97,14.4,9.4,77,1,0,1
1134,Sales,Mid,7,1.43,69.2,2.36,4,1,0,0
1135,Support,Junior,49,4.38,94.7,8.7,19,1,0,1
1136,Finance,Mid,50,1.08,30.6,2.03,36,0,1,0
1137,Support,Mid,30,2.46,57.0,3.67,55,2,0,0
1138,HR,Junior,27,1.43,3.8,1.02,6,1,0,0
1139,Sales,Mid,17,4.21,6.1,9.42,20,0,0,0
1140,Marketing,Junior,18,2.06,3.7,1.09,63,2,1,0
1141,Sales,Junior,53,2.25,93.1,3.67,2,1,0,0
1142,Finance,Mid,36,1.74,43.6,8.44,23,3,0,0
1143,HR,Junior,17,3.87,32.9,6.52,35,0,1,0
1144,HR,Mid,40,1.44,28.1,5.54,70,2,1,0
1145,Marketing,Senior,30,4.39,17.6,4.58,4,1,0,0
1146,Sales,Senior,51,3.22,12.5,6.72,41,0,1,1
1147,Sales,Junior,19,1.61,52.6,2.41,41,1,0,0
1148,Marketing,Junior,44,3.93,17.0,5.63,20,0,0,0
1149,Sales,Junior,30,1.69,45.5,8.89,1,1,1,1
1150,Engineering,Mid,41,1.83,2.7,8.76,35,0,1,0
1151,Engineering,Mid,52,3.2,93.6,5.39,8,1,0,0
1152,Finance,Junior,9,4.6,75.7,5.87,77,3,1,1
1153,Finance,Senior,22,4.34,57.9,5.4,55,3,0,0
1154,Engineering,Junior,55,3.79,62.5,5.84,22,0,0,0
1155,Engineering,Junior,16,1.16,97.7,6.55,17,3,1,0
1156,Engineering,Senior,1,3.0,48.5,1.78,10,2,0,0
1157,Sales,Mid,17,3.43,73.0,2.6,42,1,0,0
1158,HR,Senior,59,4.85,91.5,2.59,7,3,0,1
1159,Marketing,Junior,48,1.52,9.4,8.43,18,1,0,0
1160,Marketing,Senior,7,3.34,45.1,3.07,78,0,0,0
1161,Sales,Junior,20,4.88,94.3,3.62,29,0,0,0
1162,Engineering,Mid,48,3.12,77.6,2.04,19,1,1,0
1163,Marketing,Junior,38,2.98,53.4,7.04,29,0,0,0
1164,Marketing,Mid,18,2.01,48.3,9.39,51,0,0,0
1165,Engineering,Senior,5,3.19,48.7,7.02,63,0,1,1
1166,Engineering,Junior,8,3.57,35.5,5.2,62,0,0,0
1167,HR,Senior,48,4.28,70.4,4.14,56,0,0,1
1168,Engineering,Mid,2,3.14,36.3,8.58,27,1,0,0
1169,Marketing,Mid,29,1.44,76.6,8.33,52,1,0,1
1170,Sales,Mid,17,3.56,55.4,2.1,2,0,0,0
1171,Finance,Senior,48,2.13,5.8,9.1,21,3,1,0
1172,Sales,Mid,59,4.74,74.0,5.91,77,1,1,1
1173,Engineering,Mid,42,1.84,22.4,6.22,42,2,1,1
1174,Engineering,Junior,54,4.49,94.2,8.14,3,2,0,1
1175,HR,Junior,28,3.11,53.2,4.35,1,1,0,0
1176,Sales,Mid,27,1.87,34.5,2.49,67,2,1,0
1177,Marketing,Mid,11,3.61,41.1,2.2,71,0,1,0
1178,HR,Junior,4,4.31,4.2,7.75,23,3,0,0
1179,Sales,Senior,53,1.62,28.9,6.94,3,1,0,0
1180,Finance,Junior,29,1.5,7.1,6.54,5,0,0,0
1181,Sales,Mid,14,4.42,38.2,6.63,35,1,0,1
1182,Sales,Senior,27,1.42,59.2,1.21,33,3,1,0
1183,Finance,Junior,41,4.25,31.5,7.59,28,0,1,1
1184,Sales,Senior,6,4.7,38.2,3.24,25,2,1,0
1185,HR,Junior,12,2.85,99.7,5.18,37,1,0,0
1186,HR,Senior,15,3.66,43.4,2.13,48,0,0,0
1187,Support,Senior,57,1.63,77.1,7.65,78,1,0,0
1188,Marketing,Junior,44,2.7,55.0,5.01,24,0,0,0
1189,Sales,Senior,40,1.46,55.6,8.45,22,3,0,0
1190,Marketing,Junior,19,2.43,34.2,1.81,75,2,1,0
1191,HR,Junior,53,4.95,1.3,6.61,30,2,0,0
1192,Sales,Junior,37,2.88,32.4,1.41,50,2,0,0
1193,Engineering,Senior,19,3.07,92.5,1.15,59,0,1,0
1194,Marketing,Mid,17,3.73,46.1,7.01,75,2,0,0
1195,HR,Senior,35,2.72,56.7,6.28,56,1,1,1
1196,Engineering,Mid,31,3.79,9.5,9.56,6,2,1,1
1197,Finance,Senior,56,2.45,81.2,7.7,68,0,0,0
1198,Sales,Senior,47,1.83,60.6,3.72,45,0,0,0
1199,Finance,Mid,18,2.5,70.3,7.92,42,3,0,0
1200,Engineering,Mid,23,1.41,82.7,7.91,76,1,1,1
1201,Engineering,Mid,18,2.19,20.1,5.22,26,1,0,0
1202,Marketing,Junior,11,1.66,23.2,1.08,4,2,1,0
1203,Sales,Junior,29,1.18,90.7,1.7,55,2,0,0
1204,Sales,Mid,17,4.41,37.0,8.87,34,0,1,1
1205,Support,Mid,46,2.5,47.1,2.57,79,1,0,0
1206,Sales,Senior,57,4.6,6.9,7.68,65,1,0,1
1207,HR,Junior,52,3.28,4.9,1.9,52,3,0,0
1208,HR,Senior,56,3.36,25.3,4.84,67,2,0,0
1209,Engineering,Mid,47,3.14,19.2,1.24,20,1,1,0
1210,HR,Junior,42,4.3,27.7,5.53,31,1,1,0
1211,Support,Mid,37,2.34,85.8,9.53,18,1,1,0
1212,Finance,Mid,33,4.35,52.8,1.24,68,2,0,1
1213,Marketing,Mid,28,3.61,29.8,6.9,56,0,1,0
1214,Finance,Senior,32,3.51,9.6,4.51,75,1,1,1
1215,HR,Junior,27,2.44,38.9,8.74,2,1,1,0
1216,Engineering,Mid,32,4.02,23.8,3.54,37,2,0,0
1217,Sales,Senior,15,4.05,90.8,9.05,58,3,0,0
1218,Support,Senior,21,1.94,42.0,7.64,33,1,1,0
1219,Marketing,Senior,24,4.9,97.2,5.9,56,2,0,0
1220,Marketing,Junior,15,1.53,99.1,4.45,66,0,1,0
1221,Sales,Junior,20,2.54,68.8,5.88,29,0,0,0
1222,Sales,Mid,46,1.61,91.6,1.76,28,3,0,0
1223,Sales,Junior,42,3.03,82.6,4.44,20,3,1,0
1224,Sales,Senior,27,1.42,84.0,3.78,50,1,0,0
1225,Support,Senior,28,1.36,28.1,8.66,10,2,0,0
1226,Sales,Junior,27,3.82,0.8,4.62,71,2,1,0
1227,Engineering,Mid,42,3.82,80.3,6.76,7,0,0,1
1228,Finance,Junior,45,4.68,99.5,3.54,10,0,0,0
1229,Engineering,Junior,56,1.55,83.5,9.82,58,2,0,0
1230,Engineering,Junior,18,2.27,1.9,5.94,79,1,0,0
1231,Marketing,Mid,25,1.09,86.6,8.9,64,1,0,0
1232,Finance,Mid,28,2.67,80.9,7.51,34,0,0,0
1233,Engineering,Mid,48,2.96,49.9,1.2,79,1,0,0
1234,Finance,Mid,32,2.81,65.8,6.12,69,2,0,1
1235,Engineering,Junior,2,3.0,88.5,1.49,37,1,1,0
1236,Sales,Mid,8,2.19,34.2,9.94,11,1,0,1
1237,Marketing,Senior,1,1.57,62.2,1.67,9,0,0,0
1238,Sales,Senior,16,1.46,37.7,8.62,35,1,0,1
1239,Finance,Senior,1,2.13,38.8,8.07,13,3,0,0
1240,Marketing,Junior,45,3.25,82.8,1.49,45,0,0,0
1241,Finance,Mid,3,4.2,42.8,2.29,58,0,0,0
1242,Marketing,Senior,48,3.59,47.6,9.68,54,3,1,1
1243,Sales,Junior,17,1.44,5.7,6.48,46,1,0,0
1244,Marketing,Senior,47,3.31,92.2,2.12,74,1,0,1
1245,Finance,Junior,56,1.68,34.9,2.34,78,1,1,0
1246,Sales,Mid,58,1.7,20.8,1.3,37,0,1,0
1247,Marketing,Mid,21,3.95,30.9,8.4,15,1,1,1
1248,Engineering,Mid,22,1.92,88.7,6.93,68,2,0,0
1249,Marketing,Mid,28,1.24,55.4,6.57,24,2,0,0
1250,Engineering,Junior,53,2.7,38.8,1.57,23,1,1,0
1251,Engineering,Senior,31,2.41,23.6,1.81,23,2,1,0
1252,Engineering,Mid,9,3.5,7.0,3.76,48,2,0,0
1253,Engineering,Mid,12,2.25,1.0,6.42,48,0,0,0
1254,Finance,Junior,22,4.18,3.0,6.35,30,0,1,1
1255,HR,Mid,54,4.34,71.1,2.8,73,3,1,1
1256,Finance,Senior,19,2.65,35.4,5.82,0,1,0,0
1257,Finance,Junior,58,3.57,9.7,7.45,79,0,1,1
1258,Marketing,Junior,38,3.5,88.9,8.28,22,3,1,1
1259,Finance,Mid,11,4.82,58.0,5.11,48,1,0,0
1260,Marketing,Junior,9,3.87,26.5,5.55,30,0,0,1
1261,Finance,Mid,52,1.42,1.6,7.15,73,2,0,0
1262,Sales,Mid,31,2.73,9.5,9.15,30,1,0,0
1263,HR,Junior,18,3.34,48.2,6.88,72,1,0,0
1264,Engineering,Mid,16,3.94,13.9,5.18,75,1,0,0
1265,Engineering,Mid,52,4.14,13.8,9.23,6,1,0,0
1266,Support,Mid,40,3.18,58.0,2.35,14,0,1,0
1267,Support,Junior,20,2.11,11.8,5.36,34,2,0,0
1268,Marketing,Junior,35,3.93,23.5,3.51,11,2,1,0
1269,Marketing,Senior,47,2.29,60.1,9.9,27,1,0,1
1270,HR,Junior,57,2.67,3.7,4.0,44,0,0,0
1271,Marketing,Senior,55,1.84,45.7,1.08,5,0,0,0
1272,Sales,Mid,46,4.51,23.4,4.47,61,2,0,1
1273,Sales,Mid,34,1.55,62.0,1.91,77,1,0,0
1274,Sales,Junior,43,2.03,73.9,4.85,4,1,0,1
1275,Marketing,Junior,37,3.8,17.5,2.43,68,1,1,0
1276,Support,Mid,23,3.35,86.4,2.64,72,0,1,0
1277,HR,Junior,2,2.57,90.5,2.0,78,4,1,1
1278,Finance,Senior,4,3.4,90.3,5.5,4,1,0,0
1279,HR,Senior,27,3.93,37.7,5.94,61,1,0,0
1280,HR,Senior,2,3.33,85.5,8.44,37,1,0,0
1281,Engineering,Junior,37,1.03,33.7,6.49,67,0,0,0
1282,HR,Senior,57,3.04,39.9,8.98,6,0,0,0
1283,Engineering,Mid,38,1.41,32.2,4.12,18,1,0,0
1284,Finance,Junior,27,3.92,79.3,4.23,2,3,0,1
1285,Engineering,Junior,18,1.02,67.7,2.81,26,3,1,0
1286,Marketing,Senior,38,1.87,55.9,4.97,5,0,0,0
1287,Engineering,Junior,25,3.54,76.5,3.49,30,1,0,0
1288,Marketing,Mid,47,4.39,30.0,1.15,61,1,1,1
1289,Engineering,Mid,49,1.12,87.8,3.61,13,1,0,1
1290,Engineering,Senior,38,2.08,43.2,1.97,61,2,0,0
